"from","to","interaction","term_type","term_id"
"PIK3CA","KEGG | VEGF signaling pathway","target-pathway","KEGG","hsa04370"
"KDR","KEGG | VEGF signaling pathway","target-pathway","KEGG","hsa04370"
"SRC","KEGG | VEGF signaling pathway","target-pathway","KEGG","hsa04370"
"MAPK14","KEGG | VEGF signaling pathway","target-pathway","KEGG","hsa04370"
"MTOR","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"HIF1A","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"STAT1","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"RXRA","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"MAPK14","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"HSP90AA1","KEGG | Th17 cell differentiation","target-pathway","KEGG","hsa04659"
"FGFR1","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"EGFR","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"BCL2","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"MMP13","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"RXRA","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"MMP14","KEGG | Parathyroid hormone synthesis, secretion and action","target-pathway","KEGG","hsa04928"
"VEGFA","KEGG | Pancreatic cancer","target-pathway","KEGG","hsa05212"
"MTOR","KEGG | Pancreatic cancer","target-pathway","KEGG","hsa05212"
"EGFR","KEGG | Pancreatic cancer","target-pathway","KEGG","hsa05212"
"PIK3CA","KEGG | Pancreatic cancer","target-pathway","KEGG","hsa05212"
"STAT1","KEGG | Pancreatic cancer","target-pathway","KEGG","hsa05212"
"MTOR","KEGG | ErbB signaling pathway","target-pathway","KEGG","hsa04012"
"EGFR","KEGG | ErbB signaling pathway","target-pathway","KEGG","hsa04012"
"PIK3CA","KEGG | ErbB signaling pathway","target-pathway","KEGG","hsa04012"
"ABL1","KEGG | ErbB signaling pathway","target-pathway","KEGG","hsa04012"
"SRC","KEGG | ErbB signaling pathway","target-pathway","KEGG","hsa04012"
"MMP2","KEGG | GnRH signaling pathway","target-pathway","KEGG","hsa04912"
"EGFR","KEGG | GnRH signaling pathway","target-pathway","KEGG","hsa04912"
"MMP14","KEGG | GnRH signaling pathway","target-pathway","KEGG","hsa04912"
"SRC","KEGG | GnRH signaling pathway","target-pathway","KEGG","hsa04912"
"MAPK14","KEGG | GnRH signaling pathway","target-pathway","KEGG","hsa04912"
"FGFR1","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"MTOR","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"EGFR","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"ESR1","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"PIK3CA","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"ESR2","KEGG | Breast cancer","target-pathway","KEGG","hsa05224"
"MMP9","KEGG | IL-17 signaling pathway","target-pathway","KEGG","hsa04657"
"MMP1","KEGG | IL-17 signaling pathway","target-pathway","KEGG","hsa04657"
"MMP13","KEGG | IL-17 signaling pathway","target-pathway","KEGG","hsa04657"
"MAPK14","KEGG | IL-17 signaling pathway","target-pathway","KEGG","hsa04657"
"HSP90AA1","KEGG | IL-17 signaling pathway","target-pathway","KEGG","hsa04657"
"FLT1","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"PGF","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"VEGFA","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"FGFR1","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"EGFR","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"KDR","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"MET","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"MAPK14","KEGG | MAPK signaling pathway","target-pathway","KEGG","hsa04010"
"MMP9","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"PIK3CA","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"STAT1","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"BCL2","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"SRC","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"MAPK14","KEGG | Hepatitis B","target-pathway","KEGG","hsa05161"
"PTGS1","KEGG | Serotonergic synapse","target-pathway","KEGG","hsa04726"
"APP","KEGG | Serotonergic synapse","target-pathway","KEGG","hsa04726"
"HTR1A","KEGG | Serotonergic synapse","target-pathway","KEGG","hsa04726"
"MAOB","KEGG | Serotonergic synapse","target-pathway","KEGG","hsa04726"
"ALOX15","KEGG | Serotonergic synapse","target-pathway","KEGG","hsa04726"
"VEGFA","KEGG | Renal cell carcinoma","target-pathway","KEGG","hsa05211"
"HIF1A","KEGG | Renal cell carcinoma","target-pathway","KEGG","hsa05211"
"PIK3CA","KEGG | Renal cell carcinoma","target-pathway","KEGG","hsa05211"
"MET","KEGG | Renal cell carcinoma","target-pathway","KEGG","hsa05211"
"EGFR","KEGG | Epithelial cell signaling in Helicobacter pylori infection","target-pathway","KEGG","hsa05120"
"MET","KEGG | Epithelial cell signaling in Helicobacter pylori infection","target-pathway","KEGG","hsa05120"
"SRC","KEGG | Epithelial cell signaling in Helicobacter pylori infection","target-pathway","KEGG","hsa05120"
"MAPK14","KEGG | Epithelial cell signaling in Helicobacter pylori infection","target-pathway","KEGG","hsa05120"
"PIK3CA","KEGG | Platelet activation","target-pathway","KEGG","hsa04611"
"PTGS1","KEGG | Platelet activation","target-pathway","KEGG","hsa04611"
"PIK3CG","KEGG | Platelet activation","target-pathway","KEGG","hsa04611"
"SRC","KEGG | Platelet activation","target-pathway","KEGG","hsa04611"
"MAPK14","KEGG | Platelet activation","target-pathway","KEGG","hsa04611"
"FGFR1","KEGG | Melanoma","target-pathway","KEGG","hsa05218"
"EGFR","KEGG | Melanoma","target-pathway","KEGG","hsa05218"
"PIK3CA","KEGG | Melanoma","target-pathway","KEGG","hsa05218"
"MET","KEGG | Melanoma","target-pathway","KEGG","hsa05218"
"EGFR","KEGG | Non-small cell lung cancer","target-pathway","KEGG","hsa05223"
"PIK3CA","KEGG | Non-small cell lung cancer","target-pathway","KEGG","hsa05223"
"RXRA","KEGG | Non-small cell lung cancer","target-pathway","KEGG","hsa05223"
"MET","KEGG | Non-small cell lung cancer","target-pathway","KEGG","hsa05223"
"MMP1","KEGG | PPAR signaling pathway","target-pathway","KEGG","hsa03320"
"PPARG","KEGG | PPAR signaling pathway","target-pathway","KEGG","hsa03320"
"PPARA","KEGG | PPAR signaling pathway","target-pathway","KEGG","hsa03320"
"RXRA","KEGG | PPAR signaling pathway","target-pathway","KEGG","hsa03320"
"MMP9","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"MMP2","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"MTOR","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"PIK3CA","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"PPARA","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"MAPK14","KEGG | Diabetic cardiomyopathy","target-pathway","KEGG","hsa05415"
"FGFR1","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"PIK3CA","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"KDR","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"ABL1","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"APP","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"SRC","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"MAPK14","KEGG | IgSF CAM signaling","target-pathway","KEGG","hsa04517"
"MTOR","KEGG | Colorectal cancer","target-pathway","KEGG","hsa05210"
"EGFR","KEGG | Colorectal cancer","target-pathway","KEGG","hsa05210"
"PIK3CA","KEGG | Colorectal cancer","target-pathway","KEGG","hsa05210"
"BCL2","KEGG | Colorectal cancer","target-pathway","KEGG","hsa05210"
"MTOR","KEGG | Phospholipase D signaling pathway","target-pathway","KEGG","hsa04072"
"EGFR","KEGG | Phospholipase D signaling pathway","target-pathway","KEGG","hsa04072"
"PIK3CA","KEGG | Phospholipase D signaling pathway","target-pathway","KEGG","hsa04072"
"PIK3CG","KEGG | Phospholipase D signaling pathway","target-pathway","KEGG","hsa04072"
"GRM5","KEGG | Phospholipase D signaling pathway","target-pathway","KEGG","hsa04072"
"VEGFA","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"MTOR","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"EGFR","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"PIK3CA","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"SRC","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"MAPK14","KEGG | Human cytomegalovirus infection","target-pathway","KEGG","hsa05163"
"EGFR","KEGG | Hepatitis C","target-pathway","KEGG","hsa05160"
"PIK3CA","KEGG | Hepatitis C","target-pathway","KEGG","hsa05160"
"STAT1","KEGG | Hepatitis C","target-pathway","KEGG","hsa05160"
"PPARA","KEGG | Hepatitis C","target-pathway","KEGG","hsa05160"
"RXRA","KEGG | Hepatitis C","target-pathway","KEGG","hsa05160"
"PPARG","KEGG | Efferocytosis","target-pathway","KEGG","hsa04148"
"HIF1A","KEGG | Efferocytosis","target-pathway","KEGG","hsa04148"
"RXRA","KEGG | Efferocytosis","target-pathway","KEGG","hsa04148"
"MAPK14","KEGG | Efferocytosis","target-pathway","KEGG","hsa04148"
"ALOX15","KEGG | Efferocytosis","target-pathway","KEGG","hsa04148"
"MMP9","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"MMP2","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"EGFR","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"ESR1","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"PIK3CA","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"BCL2","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"ESR2","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"SRC","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"MMP7","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"HSP90AA1","Reactome | Extra-nuclear estrogen signaling","target-pathway","Reactome","R-HSA-9009391"
"MMP9","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"VEGFA","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"MMP1","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"MMP2","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"HIF1A","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"STAT1","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"BCL2","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"HSP90AA1","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"ALOX15","Reactome | Interleukin-4 and Interleukin-13 signaling","target-pathway","Reactome","R-HSA-6785807"
"FLT1","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"PGF","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"VEGFA","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"MTOR","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"PIK3CA","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"KDR","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"SRC","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"MAPK14","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"HSP90AA1","Reactome | Signaling by VEGF","target-pathway","Reactome","R-HSA-194138"
"FGFR1","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"MTOR","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"EGFR","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"ESR1","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"PIK3CA","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"ESR2","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"MET","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"PIK3CG","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"SRC","Reactome | PI3K/AKT Signaling in Cancer","target-pathway","Reactome","R-HSA-2219528"
"FGFR1","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"EGFR","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"ESR1","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"PIK3CA","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"ESR2","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"MET","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"PIK3CG","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"SRC","Reactome | Constitutive Signaling by Aberrant PI3K in Cancer","target-pathway","Reactome","R-HSA-2219530"
"MMP9","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP1","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP2","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP13","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP14","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP7","Reactome | Activation of Matrix Metalloproteinases","target-pathway","Reactome","R-HSA-1592389"
"MMP9","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP1","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP2","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP13","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP14","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP7","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"MMP12","Reactome | Collagen degradation","target-pathway","Reactome","R-HSA-1442490"
"FGFR1","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"EGFR","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"ESR1","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"PIK3CA","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"ESR2","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"MET","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"PIK3CG","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"SRC","Reactome | PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","target-pathway","Reactome","R-HSA-6811558"
"MMP9","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"MMP2","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"EGFR","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"ESR1","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"PIK3CA","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"BCL2","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"ESR2","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"SRC","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"MMP7","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"HSP90AA1","Reactome | ESR-mediated signaling","target-pathway","Reactome","R-HSA-8939211"
"FGFR1","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"EGFR","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"ESR1","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"PIK3CA","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"ESR2","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"MET","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"PIK3CG","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"SRC","Reactome | Negative regulation of the PI3K/AKT network","target-pathway","Reactome","R-HSA-199418"
"MMP9","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"MMP2","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"EGFR","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"ESR1","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"PIK3CA","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"BCL2","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"ESR2","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"RXRA","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"SRC","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"MMP7","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"HSP90AA1","Reactome | Signaling by Nuclear Receptors","target-pathway","Reactome","R-HSA-9006931"
"VEGFA","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"MTOR","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"PIK3CA","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"KDR","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"SRC","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"MAPK14","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"HSP90AA1","Reactome | VEGFA-VEGFR2 Pathway","target-pathway","Reactome","R-HSA-4420097"
"PPARG","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"FGFR1","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"MTOR","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"EGFR","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"ESR1","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"PIK3CA","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"ESR2","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"MET","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"PIK3CG","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"SRC","Reactome | PIP3 activates AKT signaling","target-pathway","Reactome","R-HSA-1257604"
"FGFR1","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"MTOR","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"EGFR","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"ESR1","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"PIK3CA","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"KDR","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"STAT1","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"ESR2","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"MET","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"PIK3CG","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"SRC","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"HSP90AA1","Reactome | Diseases of signal transduction by growth factor receptors and second messengers","target-pathway","Reactome","R-HSA-5663202"
"MMP9","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"VEGFA","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"MMP1","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"MMP2","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"HIF1A","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"PIK3CA","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"STAT1","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"BCL2","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"APP","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"MAPK14","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"HSP90AA1","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"ALOX15","Reactome | Signaling by Interleukins","target-pathway","Reactome","R-HSA-449147"
"PPARG","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"FGFR1","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"MTOR","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"EGFR","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"ESR1","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"PIK3CA","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"ESR2","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"MET","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"PIK3CG","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"SRC","Reactome | Intracellular signaling by second messengers","target-pathway","Reactome","R-HSA-9006925"
"MMP9","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP1","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP2","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"SERPINE1","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"KDR","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP13","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"APP","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP14","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP7","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP12","Reactome | Extracellular matrix organization","target-pathway","Reactome","R-HSA-1474244"
"MMP9","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP1","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP2","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP13","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP14","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP7","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"MMP12","Reactome | Degradation of the extracellular matrix","target-pathway","Reactome","R-HSA-1474228"
"PPARG","Reactome | Nuclear Receptor transcription pathway","target-pathway","Reactome","R-HSA-383280"
"ESR1","Reactome | Nuclear Receptor transcription pathway","target-pathway","Reactome","R-HSA-383280"
"PPARA","Reactome | Nuclear Receptor transcription pathway","target-pathway","Reactome","R-HSA-383280"
"ESR2","Reactome | Nuclear Receptor transcription pathway","target-pathway","Reactome","R-HSA-383280"
"RXRA","Reactome | Nuclear Receptor transcription pathway","target-pathway","Reactome","R-HSA-383280"
"MTOR","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"PIK3CA","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"KDR","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"STAT1","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"ABL1","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"MMP14","Reactome | Response of endothelial cells to shear stress","target-pathway","Reactome","R-HSA-9860931"
"MTOR","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"PIK3CA","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"KDR","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"STAT1","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"ABL1","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"MMP14","Reactome | Cellular responses to mechanical stimuli","target-pathway","Reactome","R-HSA-9855142"
"PPARG","Reactome | SUMOylation of intracellular receptors","target-pathway","Reactome","R-HSA-4090294"
