"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","8/48","133/9370",0.0601503759398496,11.7418546365915,8.9526644771182,3.12298918526032e-07,3.06867632986449e-06,9.86207111134839e-07,"INSR/PIK3CA/TGFBR1/MAPK3/CDK2/MAPK10/MAPK14/GRB2",8
"Human Diseases","Infectious disease: viral","hsa05162","Measles","8/48","136/9370",0.0588235294117647,11.4828431372549,8.83621542044133,3.70832070737634e-07,3.49200199944605e-06,1.12225495091652e-06,"IL1B/PIK3CA/CASP3/CDK2/MAPK10/JAK1/JUN/GSK3B",8
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","7/48","93/9370",0.0752688172043011,14.6931003584229,9.52252619493822,3.99221282625457e-07,3.60623745013249e-06,1.15896778788608e-06,"PRKCA/MAPK3/SRC/MAPK10/JUN/MAPK14/GRB2",7
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","8/48","138/9370",0.0579710144927536,11.3164251207729,8.7605942130174,4.14876874794003e-07,3.60623745013249e-06,1.15896778788608e-06,"IL1B/PIK3CA/MAPK3/SRC/MAPK10/JUN/MAPK14/GSK3B",8
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","7/48","99/9370",0.0707070707070707,13.8026094276094,9.18894161685282,6.13019805262762e-07,5.13120281442164e-06,1.64905912526825e-06,"PIK3CA/MAPK3/SRC/MAPK10/JUN/MAPK14/GRB2",7
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","7/48","105/9370",0.0666666666666667,13.0138888888889,8.88317540376631,9.15839824667448e-07,7.39213572767297e-06,2.37567473315992e-06,"IL1B/PIK3CA/MAPK3/SRC/MAPK10/JUN/MAPK14",7
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","8/48","157/9370",0.0509554140127389,9.94692144373673,8.11214310977369,1.11052080444497e-06,8.65440351050216e-06,2.78134067174965e-06,"CASP3/PTGER2/PTGER4/MAPK3/CPT1A/JAK2/MAPK14/ALOX5",8
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","7/48","109/9370",0.0642201834862385,12.5363149847095,8.69288833969997,1.18062807897307e-06,8.87063109479166e-06,2.85083160475373e-06,"IL1B/PIK3CA/MAPK3/MAPK10/JAK1/JUN/MAPK14",7
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","9/48","217/9370",0.0414746543778802,8.09619815668203,7.58903505641114,1.24260668073615e-06,8.87063109479166e-06,2.85083160475373e-06,"VDR/PGR/PIK3CA/PRKCA/MAPK3/JAK2/SRC/JUN/GRB2",9
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","7/48","110/9370",0.0636363636363636,12.4223484848485,8.64687028564603,1.25601856209439e-06,8.87063109479166e-06,2.85083160475373e-06,"PGR/PIK3CA/MAPK3/CDK2/MAPK10/MAPK14/CDK1",7
