"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","6/45","122/9564",0.0491803278688525,10.4524590163934,7.22437684013803,2.0654535462702e-05,0.000390558488749274,0.000201604078200536,"CREBBP/JAK2/MAPK10/MAPK14/GSK3B/MAPK8",6
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","7/45","189/9564",0.037037037037037,7.8716049382716,6.56010994985486,2.53168091775314e-05,0.000438824692410545,0.00022651881895686,"NAMPT/TYK2/MAPK10/JAK1/MAPK14/P2RX7/MAPK8",7
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","6/45","130/9564",0.0461538461538462,9.80923076923077,6.95295467973904,2.96283883777485e-05,0.000474054214043977,0.000244704098342539,"MMP1/TGFBR1/MMP13/MAPK10/MAPK14/MAPK8",6
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/45","80/9564",0.0625,13.2833333333333,7.58530642384608,3.39336847751013e-05,0.000504157602372934,0.000260243296771454,"KDR/MET/JAK2/JAK1/GSK3B",5
"Human Diseases","Infectious disease: viral","hsa05162","Measles","6/45","136/9564",0.0441176470588235,9.37647058823529,6.76438638194095,3.82304461792554e-05,0.000530128853685675,0.000273649509493617,"CASP3/TYK2/MAPK10/JAK1/GSK3B/MAPK8",6
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","7/45","205/9564",0.0341463414634146,7.25723577235772,6.22662050838755,4.26515716657397e-05,0.000554470431654617,0.000286214494072727,"CASP3/TYK2/MAPK10/JAK1/MAPK14/MAPK8/HDAC2",7
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","6/45","142/9564",0.0422535211267606,8.98028169014085,6.5871645901175,4.87347537553968e-05,0.000557200001880925,0.000287623482752299,"KDR/HMOX1/MAPK10/MAPK14/MAPK8/CTSL",6
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","6/45","143/9564",0.041958041958042,8.91748251748252,6.55864767028726,5.06908803672466e-05,0.000557200001880925,0.000287623482752299,"TGFBR1/TYK2/MAPK10/JAK1/MAPK14/MAPK8",6
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","5/45","87/9564",0.0574712643678161,12.2145593869732,7.22460441966177,5.08980770948922e-05,0.000557200001880925,0.000287623482752299,"TGFBR1/CASP3/MAPK10/GSK3B/MAPK8",5
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","7/45","216/9564",0.0324074074074074,6.88765432098765,6.01751939385389,5.94822343218105e-05,0.00061861523694683,0.000319325678990772,"MMP1/CASP3/JAK2/MAPK10/MAPK14/GSK3B/MAPK8",7
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","7/45","227/9564",0.0308370044052863,6.55389133627019,5.82256437624674,8.14167283767002e-05,0.000806413309635888,0.000416265979670347,"EPHX1/HMOX1/EPHX2/MET/MAPK10/MAPK14/MAPK8",7
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","5/45","99/9564",0.0505050505050505,10.7340067340067,6.69355138719872,9.44830631993373e-05,0.000893294415702825,0.000461113514178584,"MAPK10/TRPV1/MAPK14/MAPK8/BDKRB2",5
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","5/45","103/9564",0.0485436893203883,10.3171521035599,6.53643501699923,0.000114040901441254,0.00103132641303395,0.000532364848833316,"TGFBR1/MAPK10/MAPK14/MAPK8/BDKRB2",5
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","6/45","168/9564",0.0357142857142857,7.59047619047619,5.92526261476862,0.000124050754878366,0.00107510654227917,0.000554963903403215,"JAK2/TYK2/MAPK10/JAK1/PARP1/MAPK8",6
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","5/45","109/9564",0.0458715596330275,9.74923547400612,6.31626378227116,0.000149041650260275,0.00124002653016549,0.000640094666380973,"TYK2/MAPK10/JAK1/MAPK14/MAPK8",5
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","6/45","205/9564",0.0292682926829268,6.22048780487805,5.19494511829662,0.000365584406253931,0.00280138541533741,0.00144605927309927,"TGFBR1/MAPK10/PARP1/MAPK14/GSK3B/MAPK8",6
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","5/45","133/9564",0.037593984962406,7.98997493734336,5.58123408714314,0.000377109575141574,0.00280138541533741,0.00144605927309927,"TGFBR1/CREBBP/MAPK10/MAPK14/MAPK8",5
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","5/45","133/9564",0.037593984962406,7.98997493734336,5.58123408714314,0.000377109575141574,0.00280138541533741,0.00144605927309927,"MAPK10/MAPK14/GSK3B/MAPK8/MAOB",5
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","5/45","137/9564",0.0364963503649635,7.75669099756691,5.4766534327545,0.000432247504509698,0.00295025706084242,0.00152290597270206,"CASP3/MAPK10/PARP1/MAPK8/CTSL",5
